community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
Temiskaming,ON,9920,Census subdivision,47.833333,-80.5,1167,2011,1346.6
Oxford (Tillsonburg),ON,15872,Census subdivision,42.8659,-80.7333,1168,2010,1493.7
Cobourg,ON,19440,Census subdivision,43.9593,-78.1677,1169,2009,1450
Corner Brook,NL,19806,Census subdivision,48.949,-57.9503,1169,2013,1200.9
Drummond Region,QC,103397,Federal electoral district,45.8615,-72.5174,1169,2014,1088.4
Fernie,BC,5249,Census subdivision,49.504,-115.0631,1169,2011,1346.6
Vancouver,BC,2463431,CMA,49.2827,-123.1207,1169,2013,1200.9
Olds,AB,9184,Census subdivision,51.792,-114.1053,1170,2014,1088.4
Almaguin Highlands,ON,,,45.8,-79.6,1171,2013,1200.9
Espanola,ON,4996,Census subdivision,46.2657,-81.7711,1171,2010,1493.7
Papineau Region,QC,22832,Census division,45.7755,-75.1489,1171,2010,1493.7
Placentia-Whitbourne District,NL,,,47.4184,-53.5327,1171,2011,1346.6
Rouyn-Noranda,QC,42334,Census subdivision,48.2342,-79.0188,1172,2013,1200.9
Saint-Jean-sur-Richelieu,QC,84685,,45.3058,-73.2545,1173,2012,1310.8
Swift Current,SK,16604,Census subdivision,50.2851,-107.7972,1173,2014,1088.4
Acton Region,QC,15594,Census division,45.5893,-72.5239,1174,2015,1113.9
Burnaby,BC,232755,Census subdivision,49.2488,-122.9805,1174,2008,1357.159959
Edmonton,AB,932546,Census subdivision,53.5444,-113.4909,1174,2009,1450
Renfrew,ON,8223,Census subdivision,45.4749,-76.6877,1175,2012,1310.8
South East District,NB,,,46.0431,-64.5263,1175,2009,1450
Digby,NS,2060,Census subdivision,44.6215,-65.7576,1176,2010,1493.7
Sources Region,QC,,,45.733333,-71.8,1176,2013,1200.9
Redcliff,AB,5600,Census subdivision,50.072,-110.7819,1177,2010,1493.7
Innisfail,AB,7847,Census subdivision,52.0274,-113.9471,1178,2015,1113.9
Nelson,BC,10572,Census subdivision,49.4928,-117.2948,1178,2010,1493.7
Sackville,NB,5331,Census subdivision,45.8979,-64.3683,1178,2008,1357.159959
Codiac Regional,NB,,,46.0898,-64.7724,1179,2008,1357.159959
Evansburg,AB,795,Designated place,53.5998,-115.0177,1179,2009,1450
Kimberley,BC,7425,Census subdivision,49.6652,-115.9967,1179,2009,1450
Matane Region,QC,17926,Census agglomeration,48.8445,-67.5306,1179,2009,1450
Powell River,BC,16783,Census agglomeration,49.8352,-124.5247,1179,2012,1310.8
Acton Region,QC,15594,Census division,45.5893,-72.5239,1180,2013,1200.9
Steinbach,MB,15829,Census subdivision,49.5285,-96.6911,1180,2012,1310.8
Annapolis County,NS,20591,Census division,44.8529,-65.2649,1181,2014,1088.4
Lake Cowichan,BC,3226,Census subdivision,50.0549,-119.4148,1181,2008,1357.159959
Stony Plain,AB,17189,Census subdivision,53.5279,-114.0019,1181,2013,1200.9
Oxford (Tillsonburg),ON,15872,Census subdivision,42.8659,-80.7333,1182,2008,1357.159959
North Cowichan,BC,29676,Census subdivision,48.8429,-123.7044,1183,2010,1493.7
Sources Region,QC,,,45.733333,-71.8,1184,2015,1113.9
Strathmore,AB,13756,Census subdivision,51.0379,-113.4003,1184,2015,1113.9
Toronto,ON,5928040,CMA,43.6532,-79.3832,1184,2009,1450
Bancroft,ON,3881,Census subdivision,45.0559,-77.8549,1185,2012,1310.8
Enderby,BC,2964,Census subdivision,50.5508,-119.1397,1185,2015,1113.9
Summerside,PEI,14829,Census subdivision,46.3934,-63.7902,1185,2008,1357.159959
Vancouver,BC,2463431,CMA,49.2827,-123.1207,1185,2012,1310.8
Montreal,QC,1704694,Census subdivision,45.5017,-73.5673,1186,2011,1346.6
Ladysmith,BC,8537,Census subdivision,52.4631,-113.7286,1187,2013,1200.9
Abbotsford,BC,141397,Census subdivision,49.0504,-122.3045,1188,2008,1357.159959
Channel-Port aux Basques,NL,4067,Census subdivision,47.5721,-59.1364,1188,2014,1088.4
Manitoulin (Manitowaning),ON,13255,Census division,45.7373,-81.8137,1188,2013,1200.9
Napanee (Loyalist),ON,16971,Census subdivision,44.277,-76.7183,1188,2010,1493.7
St. John's,NL,205955,CMA,47.5615,-52.7126,1188,2010,1493.7
Wainwright,AB,6270,Census subdivision,52.8331,-110.8505,1188,2012,1310.8
Abitibi-Ouest Region,QC,20538,Census division,48.7686,-79.1244,1189,2010,1493.7
Drummond Region,QC,103397,Federal electoral district,45.8615,-72.5174,1189,2011,1346.6
Pontiac Region,QC,14251,Census division,46.05,-76.91667,1189,2012,1310.8
South Okanagan/Osoyoos,BC,5085,Census subdivision,49.0323,-119.4682,1189,2010,1493.7
Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1190,2008,1357.159959
Montcalm Region,QC,52596,Census division,45.9683,-74.5015,1190,2009,1450
Guysborough County,NS,7625,Census division,44.878,-59.8066,1191,2010,1493.7
West Parry Sound,ON,,,45.3474,-80.0348,1191,2015,1113.9
Drummond Region,QC,103397,Federal electoral district,45.8615,-72.5174,1192,2015,1113.9
McLennan,AB,701,Census subdivision,55.7118,-116.91,1192,2009,1450
Truro,NS,12261,,45.3658,-63.2869,1192,2013,1200.9
Espanola,ON,4996,Census subdivision,46.2657,-81.7711,1193,2015,1113.9
Owen Sound,ON,21341,Census subdivision,44.569,-80.9406,1193,2010,1493.7
Temiskaming,ON,9920,Census subdivision,47.833333,-80.5,1193,2008,1357.159959
Columbia Valley,BC,266,Designated Place,50.5065,-116.0291,1194,2015,1113.9
Inverness County,NS,17235,Census division,46.2762,-61.0542,1194,2012,1310.8
Oxford (Ingersoll),ON,12757,Census subdivision,43.0382,-80.884,1194,2009,1450
Antoine-Labelle Region,QC,35243,Census division,46.9672,-75.264,1195,2008,1357.159959
Windsor,ON,217188,Census subdivision,42.3149,-83.0364,"1,195.90",2014,1088.4
Gatineau,QC,276245,Census subdivision,45.4765,-75.7013,1196,2008,1357.159959
Matane Region,QC,17926,Census agglomeration,48.8445,-67.5306,1196,2010,1493.7
Montcalm Region,QC,52596,Census division,45.9683,-74.5015,1196,2008,1357.159959
Olds,AB,9184,Census subdivision,51.792,-114.1053,1196,2008,1357.159959
Regina,SK,215106,Census subdivision,50.4452,-104.6189,1196,2015,1113.9
Abitibi Region,QC,24639,Census division,48.6955,-77.8985,1197,2009,1450
Sault Ste. Marie,ON,73368,Census subdivision,46.5219,-84.3461,1197,2011,1346.6
Haute-Gaspesie Region,QC,11316,Census division,49.2846,-65.8767,1198,2015,1113.9
North Cowichan,BC,29676,Census subdivision,48.8429,-123.7044,1198,2012,1310.8
Pontiac Region,QC,14251,Census division,46.05,-76.91667,1198,2015,1113.9
Argenteuil Region,QC,32389,Census division,45.8,-74.46667,1199,2013,1200.9
Campbell River,BC,32588,Census subdivision,50.0331,-125.2733,1199,2013,1200.9
Innisfail,AB,7847,Census subdivision,52.0274,-113.9471,1199,2010,1493.7
Medicine Hat,AB,63260,Census subdivision,50.0405,-110.6764,1199,2010,1493.7
Parkland,MB,41674,Economic region,51.666667,-100.16667,1199,2009,1450
St. John's,NL,205955,CMA,47.5615,-52.7126,1199,2009,1450
Taber,AB,8428,Census subdivision,49.786,-112.1497,1199,2011,1346.6
Chilliwack,BC,83788,Census subdivision,49.1579,-121.9515,1200,2008,1357.159959
Edmonton,AB,932546,Census subdivision,53.5444,-113.4909,1200,2010,1493.7
Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1200,2008,1357.159959
Burnaby,BC,232755,Census subdivision,49.2488,-122.9805,1201,2009,1450
Courtenay,BC,25599,Census subdivision,49.6841,-124.9904,1201,2012,1310.8
Bancroft,ON,3881,Census subdivision,45.0559,-77.8549,1202,2009,1450
Montreal,QC,1704694,Census subdivision,45.5017,-73.5673,1202,2010,1493.7
Argenteuil Region,QC,32389,Census division,45.8,-74.46667,1203,2011,1346.6
Lumsden,SK,1824,,50.6463,-104.8676,1203,2012,1310.8
Lambton (St. Clair/Lambton Shores),ON,24717,Census subdivision,48.8258,-124.0542,1204,2012,1310.8
Steinbach,MB,15829,Census subdivision,49.5285,-96.6911,1204,2015,1113.9
Lunenburg County,NS,47126,Census division,44.4262,-64.6186,1205,2012,1310.8
Port Hope,ON,16753,Census subdivision,43.9492,-78.2934,1205,2008,1357.159959
Digby,NS,2060,Census subdivision,44.6215,-65.7576,1206,2014,1088.4
Hamilton,ON,536917,Census subdivision,43.2557,-79.8711,1206,2009,1450
Lunenburg County,NS,47126,Census division,44.4262,-64.6186,1206,2011,1346.6
Vermillion,AB,,,53.354,-110.8586,1206,2013,1200.9
Mission,BC,33261,Census subdivision,49.1329,-122.3262,1207,2013,1200.9
Napanee (Greater Napanee),ON,15892,Census subdivision,44.2148,-76.9643,1207,2015,1113.9
Spirit River,AB,995,Census subdivision,55.7803,-118.8421,1207,2013,1200.9
Charlottetown,PEI,36094,Census subdivision,46.2382,-63.1311,1208,2012,1310.8
Edmonton,AB,932546,Census subdivision,53.5444,-113.4909,1208,2012,1310.8
Abbotsford,BC,141397,Census subdivision,49.0504,-122.3045,1209,2010,1493.7
Peterborough-Lakefield,ON,,,44.3091,-78.3197,1209,2008,1357.159959
D'Autray Region,QC,42189,Census division,46.1721,-73.2616,1210,2013,1200.9
South Okanagan/Oliver,BC,4928,Census subdivision,49.1823,-119.5504,1210,2014,1088.4
Airdrie,AB,61581,Census subdivision,51.2917,-114.0144,1212,2013,1200.9
Argenteuil Region,QC,32389,Census division,45.8,-74.46667,1212,2015,1113.9
West Parry Sound,ON,,,45.3474,-80.0348,1213,2009,1450
Winnipeg,MB,705244,Census subdivision,49.8951,-97.1384,"1,213.70",2013,1200.9
Argenteuil Region,QC,32389,Census division,45.8,-74.46667,1214,2008,1357.159959
Hamilton,ON,536917,Census subdivision,43.2557,-79.8711,1214,2010,1493.7
Manitoulin (Manitowaning),ON,13255,Census division,45.7373,-81.8137,1214,2014,1088.4
Queens County,NS,10351,Census division,44.2372,-64.98,1214,2015,1113.9
Shawinigan Region,QC,49349,Census subdivision,46.5619,-72.7435,1214,2015,1113.9
Whistler,BC,11854,Census subdivision,50.1163,-122.9574,1214,2010,1493.7
Cranbrook,BC,20047,Census subdivision,49.513,-115.7694,1215,2013,1200.9
D'Autray Region,QC,42189,Census division,46.1721,-73.2616,1215,2010,1493.7
Gatineau,QC,276245,Census subdivision,45.4765,-75.7013,1215,2012,1310.8
Kamloops,BC,90280,Census subdivision,50.6745,-120.3273,1216,2013,1200.9
Revelstoke,BC,7547,Census subdivision,50.9981,-118.1957,1216,2009,1450
Sooke,BC,13001,Census subdivision,48.374,-123.7356,1216,2010,1493.7
Oxford (Ingersoll),ON,12757,Census subdivision,43.0382,-80.884,1217,2008,1357.159959
Richmond County,NS,8964,Census division,45.6936,-60.6488,1217,2009,1450
St Stephen,NB,4415,Census subdivision,45.1942,-67.2756,1217,2015,1113.9
Surrey,BC,517887,Census subdivision,49.1044,-122.8011,1217,2012,1310.8
Toronto,ON,5928040,CMA,43.6532,-79.3832,1217,2008,1357.159959
Abitibi-Ouest Region,QC,20538,Census division,48.7686,-79.1244,1218,2011,1346.6
Carnduff,SK,1099,Census subdivision,49.1739,-101.7958,1218,2009,1450
Gatineau,QC,276245,Census subdivision,45.4765,-75.7013,1218,2009,1450
Lac des Deux-Montagnes,QC,17496,Census subdivision,52.939,-66.9142,1218,2008,1357.159959
Sidney,BC,11672,Census subdivision,48.6502,-123.399,1218,2009,1450
Haute-Cote-Nord Region,QC,10846,Census division,48.566667,-69.23333,1219,2010,1493.7
Lanark County (Carleton Place),ON,10644,Census subdivision,45.1406,-76.1465,1219,2010,1493.7
Matawinie Region,QC,50435,Census division,46.8005,-74.0465,1219,2010,1493.7
100 Mile House,BC,1980,Census subdivision,51.644,-121.295,1220,2009,1450
Alberton,PEI,1145,Census subdivision,46.8131,-64.0648,1220,2012,1310.8
Castlegar,BC,8039,Census subdivision,49.3237,-117.6593,1220,2013,1200.9
James Bay (Hearst),ON,5070,Census subdivision,49.688,-83.667,1220,2013,1200.9
Saskatoon,SK,246376,Census subdivision,52.1332,-106.67,1220,2015,1113.9
Therese-de-Blainville,QC,157103,Census division,45.666667,-73.88333,1220,2009,1450
Creston,BC,5351,Census subdivision,49.0955,-116.5135,1221,2014,1088.4
Drummond Region,QC,103397,Federal electoral district,45.8615,-72.5174,1221,2013,1200.9
Montcalm Region,QC,52596,Census division,45.9683,-74.5015,1221,2010,1493.7
Cardston,AB,3585,Census subdivision,49.1951,-113.3018,1222,2013,1200.9
Codiac Regional,NB,,,46.0898,-64.7724,1222,2009,1450
Strathmore,AB,13756,Census subdivision,51.0379,-113.4003,1222,2013,1200.9
Sundre,AB,2729,Census subdivision,51.7972,-114.6405,1222,2013,1200.9
Bay St. George District,NL,1103,Designated Place,48.4275,-58.47778,1223,2008,1357.159959
Gananoque,ON,5159,Census subdivision,44.3306,-76.1619,1223,2015,1113.9
Shelburne,ON,8126,Census subdivision,44.0791,-80.2012,1223,2010,1493.7
Ste. Adele,QC,,,45.9521,-74.136,1223,2008,1357.159959
Matane Region,QC,17926,Census agglomeration,48.8445,-67.5306,1225,2008,1357.159959
Montcalm Region,QC,52596,Census division,45.9683,-74.5015,1225,2011,1346.6
Winnipeg,MB,705244,Census subdivision,49.8951,-97.1384,"1,226.50",2015,1113.9
Chilliwack,BC,83788,Census subdivision,49.1579,-121.9515,1227,2010,1493.7
Spirit River,AB,995,Census subdivision,55.7803,-118.8421,1227,2009,1450
Columbia Valley,BC,266,Designated Place,50.5065,-116.0291,1228,2013,1200.9
Kingston,ON,123798,Census subdivision,44.2312,-76.486,1228,2010,1493.7
Lake Cowichan,BC,3226,Census subdivision,50.0549,-119.4148,1228,2011,1346.6
Southey,SK,804,Census subdivision,50.9404,-104.4989,1228,2008,1357.159959
Therese-de-Blainville,QC,157103,Census division,45.666667,-73.88333,1228,2010,1493.7
West Parry Sound,ON,,,45.3474,-80.0348,1228,2008,1357.159959
Windsor,ON,217188,Census subdivision,42.3149,-83.0364,"1,228.00",2011,1346.6
Lake Country,BC,12922,Census subdivision,48.9953,-123.8161,1229,2009,1450
Pitt Meadows,BC,18573,Census subdivision,49.2191,-122.6895,1229,2009,1450
Whistler,BC,11854,Census subdivision,50.1163,-122.9574,1229,2011,1346.6
Gatineau,QC,276245,Census subdivision,45.4765,-75.7013,1231,2011,1346.6
Hanover,ON,7688,Census subdivision,44.1526,-81.0254,1231,2012,1310.8
Midland,ON,16864,Census subdivision,44.7495,-79.8922,1231,2014,1088.4
Queens County,NS,10351,Census division,44.2372,-64.98,1231,2011,1346.6
Rouyn-Noranda,QC,42334,Census subdivision,48.2342,-79.0188,1231,2015,1113.9
Carnduff,SK,1099,Census subdivision,49.1739,-101.7958,1232,2010,1493.7
Renfrew,ON,8223,Census subdivision,45.4749,-76.6877,1232,2014,1088.4
Espanola,ON,4996,Census subdivision,46.2657,-81.7711,1233,2008,1357.159959
Kamloops,BC,90280,Census subdivision,50.6745,-120.3273,1233,2012,1310.8
Renfrew,ON,8223,Census subdivision,45.4749,-76.6877,1234,2010,1493.7
Superior East,ON,82651,Federal electoral district,47.986,-84.75,1234,2012,1310.8
Yellowhead,MB,1948,Census subdivision,53.603,-115.283,1234,2012,1310.8
Fort Saskatchewan,AB,24149,Census subdivision,53.7007,-113.2095,1235,2008,1357.159959
Kawartha Lakes,ON,75423,Census subdivision,44.5337,-78.9006,1235,2015,1113.9
Woodstock,NB,5228,Census subdivision,43.8375,-67.6034,"1,235.50",2015,1113.9
Strathmore,AB,13756,Census subdivision,51.0379,-113.4003,1237,2011,1346.6
Therese-de-Blainville,QC,157103,Census division,45.666667,-73.88333,1237,2011,1346.6
Claresholm,AB,3780,Census subdivision,50.0192,-113.5838,1238,2010,1493.7
Enfield (East Hants),NS,22453,Census subdivision,45.0389,-63.7126,1238,2012,1310.8
Langford,BC,35342,Census subdivision,48.4475,-123.4956,1238,2010,1493.7
Maple Ridge,BC,82256,Census subdivision,49.2193,-122.5984,1239,2010,1493.7
Annapolis County,NS,20591,Census division,44.8529,-65.2649,1240,2011,1346.6
Kent District,NB,,,46.4652,-65.2842,1240,2013,1200.9
Kingston,ON,123798,Census subdivision,44.2312,-76.486,1240,2008,1357.159959
L'Assomption,QC,22429,Census subdivision,54.0494,-128.6284,1240,2013,1200.9
Sechelt,BC,10216,Census subdivision,49.4742,-123.7546,1240,2010,1493.7
Acadian Peninsula District,NB,,,47.5237,-65.2143,1241,2008,1357.159959
Windsor,ON,217188,Census subdivision,42.3149,-83.0364,"1,241.50",2013,1200.9
Sackville,NB,5331,Census subdivision,45.8979,-64.3683,1243,2014,1088.4
Vermillion,AB,,,53.354,-110.8586,1243,2015,1113.9
Middlesex (Strathroy),ON,20867,Census subdivision,42.9554,-81.6232,1244,2010,1493.7
Yellowhead,MB,1948,Census subdivision,53.603,-115.283,1244,2014,1088.4
Cobourg,ON,19440,Census subdivision,43.9593,-78.1677,1245,2010,1493.7
Sault Ste. Marie,ON,73368,Census subdivision,46.5219,-84.3461,1245,2013,1200.9
Acton Region,QC,15594,Census division,45.5893,-72.5239,1246,2009,1450
Taber,AB,8428,Census subdivision,49.786,-112.1497,1246,2014,1088.4
Brantford,ON,97496,Census subdivision,43.1394,-80.2644,1247,2013,1200.9
Cranbrook,BC,20047,Census subdivision,49.513,-115.7694,1247,2008,1357.159959
Renfrew,ON,8223,Census subdivision,45.4749,-76.6877,1247,2009,1450
Fernie,BC,5249,Census subdivision,49.504,-115.0631,1248,2008,1357.159959
Fredericton,NB,58220,Census subdivision,45.9636,-66.6431,1248,2011,1346.6
Montreal,QC,1704694,Census subdivision,45.5017,-73.5673,1248,2009,1450
Southey,SK,804,Census subdivision,50.9404,-104.4989,1248,2011,1346.6
James Bay (Hearst),ON,5070,Census subdivision,49.688,-83.667,1249,2011,1346.6
Madawaska/Victoria District,NB,32741,Census division,47.421417,-68.36061,1250,2013,1200.9
Morinville,AB,9848,Census subdivision,53.7925,-113.6463,1250,2008,1357.159959
Regina,SK,215106,Census subdivision,50.4452,-104.6189,1250,2014,1088.4
Drumheller,AB,7982,Census subdivision,51.4652,-112.7105,1251,2013,1200.9
Taber,AB,8428,Census subdivision,49.786,-112.1497,1251,2012,1310.8
Vermillion,AB,,,53.354,-110.8586,1254,2014,1088.4
Richmond County,NS,8964,Census division,45.6936,-60.6488,1255,2008,1357.159959
Thorsby,AB,985,Census subdivision,53.2276,-114.05,1255,2013,1200.9
Southern Georgian Bay (Penetanguishene),ON,8962,Census subdivision,44.7688,-79.9337,1257,2012,1310.8
Napanee (Greater Napanee),ON,15892,Census subdivision,44.2148,-76.9643,1258,2014,1088.4
Superior East,ON,82651,Federal electoral district,47.986,-84.75,1258,2014,1088.4
Parksville,BC,12514,,49.3193,-124.3136,1259,2008,1357.159959
Central Hastings,ON,136445,Census division,44.3096,-77.9568,1260,2010,1493.7
Penticton,BC,33761,Census subdivision,49.4991,-119.5937,1260,2012,1310.8
Caledonia District,NB,,,46.133218,-64.74835,1261,2012,1310.8
New Westminster,BC,70996,Census subdivision,49.2057,-122.911,1261,2011,1346.6
Barrhead,AB,4579,Census subdivision,54.1231,-114.4017,1262,2015,1113.9
Collingwood,ON,21793,Census subdivision,44.5008,-80.2169,1262,2012,1310.8
Redwater,AB,2053,Census subdivision,53.9506,-113.1089,1262,2011,1346.6
Summerside,PEI,14829,Census subdivision,46.3934,-63.7902,1262,2014,1088.4
Gananoque,ON,5159,Census subdivision,44.3306,-76.1619,1263,2014,1088.4
Oxford (Tillsonburg),ON,15872,Census subdivision,42.8659,-80.7333,1263,2009,1450
Revelstoke,BC,7547,Census subdivision,50.9981,-118.1957,1263,2012,1310.8
Drummond Region,QC,103397,Federal electoral district,45.8615,-72.5174,1264,2012,1310.8
Windsor,ON,217188,Census subdivision,42.3149,-83.0364,"1,265.00",2008,1357.159959
Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1266,2013,1200.9
Thorsby,AB,985,Census subdivision,53.2276,-114.05,1267,2015,1113.9
Regina,SK,215106,Census subdivision,50.4452,-104.6189,1268,2013,1200.9
Rosthern,SK,1688,Census subdivision,52.6623,-106.3318,1268,2015,1113.9
Airdrie,AB,61581,Census subdivision,51.2917,-114.0144,1269,2011,1346.6
Spruce Grove,AB,34066,Census subdivision,53.5428,-113.9034,1270,2010,1493.7
Wainwright,AB,6270,Census subdivision,52.8331,-110.8505,1270,2015,1113.9
Enderby,BC,2964,Census subdivision,50.5508,-119.1397,1272,2013,1200.9
Maple Ridge,BC,82256,Census subdivision,49.2193,-122.5984,1272,2009,1450
Southern Georgian Bay (Penetanguishene),ON,8962,Census subdivision,44.7688,-79.9337,1273,2009,1450
Acton Region,QC,15594,Census division,45.5893,-72.5239,1274,2011,1346.6
Morinville,AB,9848,Census subdivision,53.7925,-113.6463,1274,2010,1493.7
Airdrie,AB,61581,Census subdivision,51.2917,-114.0144,1275,2009,1450
Nanaimo,BC,90504,Census subdivision,49.1659,-123.9401,1275,2011,1346.6
Pincher Creek,AB,3642,Census subdivision,49.4863,-113.9503,1275,2013,1200.9
Placentia,NL,3496,,47.2421,-53.9633,1275,2014,1088.4
Two Hills,AB,1352,Census subdivision,53.7116,-111.7449,1275,2008,1357.159959
Chapais-Chibougamau,QC,,,49.7796,-74.5281,1276,2013,1200.9
Southern Georgian Bay (Penetanguishene),ON,8962,Census subdivision,44.7688,-79.9337,1276,2010,1493.7
